,Unnamed: 0,Id,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE,Primary Label,primary_probability,contest_id,contestant_id,won,probability,posterior,in_sample,secondary_probability,primary_brier,secondary_brier
260,260,261,MM,267,2,1.86,2.18,0.0,0.4,0,1,0.384,1.78,1.86,-0.08,No,0.183486,0.0,0.32,2,MM,0.8267,260,0,1,0.1733,0.7834928229665071,1,0.7332192511318635,0.030032890000000003,0.07117196796664373
261,261,262,CH,270,2,1.86,2.18,0.0,0.0,0,0,0.3072,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.6145,261,1,1,0.6145,0.9176941019660112,1,0.6911127286554044,0.14861024999999997,0.09541134639870982
262,262,263,CH,272,2,1.86,2.18,0.0,0.06,0,0,0.44576,2.12,1.86,0.26,No,0.027523,0.0,0.32,2,CH,0.7651,262,1,1,0.7651,0.9503433703116746,1,0.8118743917140145,0.05517801,0.03539124449297204
263,263,264,CH,273,2,1.86,2.18,0.0,0.06,0,0,0.556608,2.12,1.86,0.26,No,0.027523,0.0,0.32,2,CH,0.8747,263,1,1,0.8747,0.9689710244125028,1,0.8636200957714631,0.015700089999999993,0.018599478277384885
264,264,265,CH,276,2,1.99,2.18,0.0,0.0,0,1,0.645286,2.18,1.99,0.19,No,0.0,0.0,0.19,2,CH,0.8754,264,1,1,0.8754,0.9666133089412304,1,0.8636200957714631,0.015525160000000012,0.018599478277384885
265,265,266,CH,278,2,1.99,2.18,0.0,0.0,0,0,0.716229,2.18,1.99,0.19,No,0.0,0.0,0.19,2,CH,0.9467,265,1,1,0.9467,0.9877971807279612,1,0.9522259473012734,0.0028408900000000013,0.0022823601112607053
266,266,267,MM,259,2,1.86,2.18,0.0,0.4,0,1,0.6672,1.78,1.86,-0.08,No,0.183486,0.0,0.32,2,MM,0.5806,266,0,1,0.4194,0.8828273244781784,1,0.6689432024491748,0.17589636,0.10959860320460804
267,267,268,MM,229,3,1.79,1.79,0.0,0.0,0,0,0.5648,1.79,1.79,0.0,No,0.0,0.0,0.0,3,MM,0.5042,267,0,1,0.4958,0.8991049633848658,1,0.5820741761773774,0.24581764000000003,0.17466199421781775
268,268,269,MM,235,3,1.79,2.09,0.0,0.0,0,0,0.45184,2.09,1.79,0.3,No,0.0,0.0,0.3,3,CH,0.7421,268,1,0,0.7421,0.1409235668789809,1,0.8027690017808172,0.5507124099999999,0.6444380702201697
269,269,270,MM,261,2,1.86,2.18,0.0,0.0,0,0,0.53376,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.8799,269,1,0,0.8799,0.2029702970297029,1,0.8562431183209451,0.7742240100000001,0.733152277671976
270,270,271,MM,273,2,1.86,2.18,0.0,0.06,0,0,0.427008,2.12,1.86,0.26,No,0.027523,0.0,0.32,2,MM,0.6528,270,0,1,0.3471999999999999,0.859608745684695,1,0.7423246410650608,0.12054783999999996,0.06639659060224976
271,271,272,MM,276,3,2.09,2.09,0.2,0.4,0,0,0.341606,1.69,1.89,-0.2,No,0.191388,0.095694,0.0,3,MM,0.7678,271,0,1,0.2321999999999999,0.8240418118466899,1,0.7423246410650608,0.05391683999999998,0.06639659060224976
272,272,273,MM,278,3,2.09,2.09,0.2,0.0,0,0,0.273285,2.09,1.89,0.2,No,0.0,0.095694,0.0,3,MM,0.8062,272,0,1,0.1937999999999999,0.8295454545454546,1,0.7423246410650608,0.03755843999999999,0.06639659060224976
273,273,274,MM,229,3,1.79,1.79,0.0,0.0,0,0,0.027488,1.79,1.79,0.0,No,0.0,0.0,0.0,3,MM,0.9829,273,0,1,0.0171,0.6881720430107527,1,0.7262486924848719,0.00029241000000000016,0.07493977836624223
274,274,275,MM,234,3,1.79,2.09,0.0,0.0,0,0,0.02199,2.09,1.79,0.3,No,0.0,0.0,0.3,3,MM,0.9684,274,0,1,0.0315999999999999,0.7152317880794702,1,0.7262486924848719,0.0009985599999999975,0.07493977836624223
275,275,276,MM,239,3,1.79,2.23,0.0,0.0,0,0,0.017592,2.23,1.79,0.44,No,0.0,0.0,0.44,3,MM,0.9618,275,0,1,0.0382,0.7513812154696132,1,0.7262486924848719,0.001459240000000001,0.07493977836624223
276,276,277,MM,240,3,1.79,2.23,0.0,0.0,0,0,0.014074,2.23,1.79,0.44,No,0.0,0.0,0.44,3,MM,0.9625,276,0,1,0.0374999999999999,0.8043478260869565,1,0.7262486924848719,0.0014062499999999984,0.07493977836624223
277,277,278,MM,240,3,1.79,2.23,0.0,0.0,0,0,0.011259,2.23,1.79,0.44,No,0.0,0.0,0.44,3,MM,0.9631,277,0,1,0.0369,0.6842105263157895,1,0.7262486924848719,0.0013616100000000033,0.07493977836624223
278,278,279,MM,241,3,1.79,2.23,0.0,0.0,0,0,0.009007,2.23,1.79,0.44,No,0.0,0.0,0.44,3,MM,0.9632,278,0,1,0.0368,0.6647727272727273,1,0.7262486924848719,0.001354240000000004,0.07493977836624223
279,279,280,MM,242,3,1.99,2.23,0.0,0.0,0,0,0.007206,2.23,1.99,0.24,No,0.0,0.0,0.24,3,MM,0.9765,279,0,1,0.0234999999999999,0.7642276422764227,1,0.7262486924848719,0.0005522499999999984,0.07493977836624223
280,280,281,MM,243,3,1.99,2.23,0.0,0.0,0,0,0.005765,2.23,1.99,0.24,No,0.0,0.0,0.24,3,MM,0.9765,280,0,1,0.0234999999999999,0.7433628318584071,1,0.7262486924848719,0.0005522499999999984,0.07493977836624223
281,281,282,MM,244,3,1.99,2.23,0.0,0.0,0,0,0.004612,2.23,1.99,0.24,No,0.0,0.0,0.24,3,MM,0.9765,281,0,1,0.0234999999999999,0.7027027027027026,1,0.7262486924848719,0.0005522499999999984,0.07493977836624223
282,282,283,MM,247,3,1.99,2.23,0.0,0.0,0,0,0.003689,2.23,1.99,0.24,No,0.0,0.0,0.24,3,MM,0.9762,282,0,1,0.0238,0.6728971962616823,1,0.7262486924848719,0.000566440000000002,0.07493977836624223
283,283,284,MM,248,3,1.99,2.23,0.0,0.0,0,0,0.002951,2.23,1.99,0.24,No,0.0,0.0,0.24,3,MM,0.9761,283,0,1,0.0239,0.6168224299065421,1,0.7262486924848719,0.0005712100000000016,0.07493977836624223
284,284,285,MM,250,3,1.99,2.23,0.0,0.0,0,0,0.002361,2.23,1.99,0.24,No,0.0,0.0,0.24,3,MM,0.9755,284,0,1,0.0244999999999999,0.7266187050359711,1,0.7262486924848719,0.0006002499999999984,0.07493977836624223
285,285,286,MM,253,3,1.99,2.23,0.0,0.0,0,0,0.001889,2.23,1.99,0.24,No,0.0,0.0,0.24,3,MM,0.975,285,0,1,0.025,0.7441860465116279,1,0.7262486924848719,0.0006250000000000011,0.07493977836624223
286,286,287,MM,259,3,1.99,2.29,0.0,0.0,0,0,0.001511,2.29,1.99,0.3,No,0.0,0.0,0.3,3,MM,0.9689,286,0,1,0.0311,0.7880794701986755,1,0.7262486924848719,0.000967210000000001,0.07493977836624223
287,287,288,MM,261,3,1.99,2.09,0.0,0.0,0,0,0.001209,2.09,1.99,0.1,No,0.0,0.0,0.1,3,MM,0.9769,287,0,1,0.0231,0.6666666666666666,1,0.7262486924848719,0.0005336100000000004,0.07493977836624223
288,288,289,MM,263,3,1.99,2.09,0.0,0.0,0,0,0.000967,2.09,1.99,0.1,No,0.0,0.0,0.1,3,MM,0.9766,288,0,1,0.0233999999999999,0.7115384615384616,1,0.7262486924848719,0.0005475599999999989,0.07493977836624223
289,289,290,MM,264,3,1.99,2.09,0.1,0.0,0,0,0.000774,2.09,1.89,0.2,No,0.0,0.050251,0.1,3,MM,0.9722,289,0,1,0.0278,0.746268656716418,1,0.7262486924848719,0.0007728400000000026,0.07493977836624223
290,290,291,MM,266,3,1.99,2.09,0.1,0.0,0,0,0.000619,2.09,1.89,0.2,No,0.0,0.050251,0.1,3,MM,0.9718,290,0,1,0.0282,0.7083333333333333,1,0.7262486924848719,0.0007952400000000001,0.07493977836624223
291,291,292,MM,267,3,1.99,2.09,0.1,0.0,0,0,0.000495,2.09,1.89,0.2,No,0.0,0.050251,0.1,3,MM,0.9716,291,0,1,0.0283999999999999,0.6791044776119403,1,0.7262486924848719,0.0008065599999999989,0.07493977836624223
292,292,293,MM,270,2,1.86,2.18,0.0,0.0,0,0,0.000396,2.18,1.86,0.32,No,0.0,0.0,0.32,2,MM,0.9576,292,0,1,0.0423999999999999,0.6950000000000001,1,0.7262486924848719,0.0017977599999999994,0.07493977836624223
293,293,294,MM,273,2,1.86,2.18,0.0,0.06,0,0,0.000317,2.12,1.86,0.26,No,0.027523,0.0,0.32,2,MM,0.9634,293,0,1,0.0365999999999999,0.7094972067039106,1,0.7353540824180692,0.0013395599999999975,0.0700374616927821
294,294,295,MM,275,2,1.96,2.18,0.0,0.8,0,1,0.000254,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2,MM,0.9925,294,0,1,0.0074999999999999,0.5142857142857142,1,0.7353540824180692,5.624999999999927e-05,0.0700374616927821
295,295,296,MM,276,3,2.09,2.09,0.2,0.4,0,0,0.000203,1.69,1.89,-0.2,No,0.191388,0.095694,0.0,3,MM,0.9765,295,0,1,0.0234999999999999,0.71900826446281,1,0.7353540824180692,0.0005522499999999984,0.0700374616927821
296,296,297,CH,228,2,1.69,1.69,0.0,0.0,0,0,0.48,1.69,1.69,0.0,No,0.0,0.0,0.0,2,MM,0.5304,296,0,0,0.4696,0.0949390469154045,1,0.5746971987268594,0.28132416,0.33027687022449936
297,297,298,MM,229,2,1.69,1.69,0.0,0.0,0,0,0.584,1.69,1.69,0.0,No,0.0,0.0,0.0,2,MM,0.5383,297,0,1,0.4617,0.8979068774028193,1,0.5820741761773774,0.21316689,0.17466199421781775
298,298,299,MM,231,2,1.69,1.69,0.3,0.0,1,0,0.4672,1.69,1.39,0.3,No,0.0,0.177515,0.0,2,MM,0.6129,298,0,1,0.3871,0.86913961875322,1,0.7332192511318635,0.14984641,0.07117196796664373
299,299,300,MM,233,2,1.69,1.69,0.0,0.0,0,0,0.37376,1.69,1.69,0.0,No,0.0,0.0,0.0,2,MM,0.8637,299,0,1,0.1362999999999999,0.787556904400607,1,0.7332192511318635,0.018577689999999994,0.07117196796664373
300,300,301,CH,234,3,1.79,2.09,0.0,0.0,0,0,0.299008,2.09,1.79,0.3,No,0.0,0.0,0.3,3,CH,0.6137,300,1,1,0.6137,0.931705707687232,1,0.6911127286554044,0.14922768999999997,0.09541134639870982
301,301,302,MM,240,2,1.75,1.99,0.0,0.3,0,1,0.439206,1.69,1.75,-0.06,No,0.150754,0.0,0.24,2,MM,0.7483,301,0,1,0.2517,0.8289902280130294,1,0.7332192511318635,0.06335289000000002,0.07117196796664373
302,302,303,MM,242,2,1.75,1.99,0.16,0.3,0,1,0.351365,1.69,1.59,0.1,No,0.150754,0.091429,0.24,2,MM,0.8654,302,0,1,0.1346,0.8175182481751825,1,0.7332192511318635,0.018117160000000014,0.07117196796664373
303,303,304,CH,245,2,1.89,2.09,0.0,0.0,0,0,0.281092,2.09,1.89,0.2,No,0.0,0.0,0.2,2,CH,0.5807,303,1,1,0.5807,0.9156293222683264,1,0.6911127286554044,0.17581249000000002,0.09541134639870982
304,304,305,MM,253,3,1.99,2.23,0.0,0.0,0,0,0.424874,2.23,1.99,0.24,No,0.0,0.0,0.24,3,MM,0.7559,304,0,1,0.2440999999999999,0.8330670926517572,1,0.7332192511318635,0.059584809999999995,0.07117196796664373
305,305,306,MM,256,2,1.89,2.18,0.13,0.0,0,0,0.339899,2.18,1.76,0.42,No,0.0,0.068783,0.29,2,MM,0.612,305,0,1,0.388,0.8791152263374485,1,0.7332192511318635,0.150544,0.07117196796664373
306,306,307,MM,262,2,1.86,2.18,0.0,0.6,0,1,0.271919,1.58,1.86,-0.28,No,0.275229,0.0,0.32,2,MM,0.9582,306,0,1,0.0417999999999999,0.7403846153846154,1,0.7332192511318635,0.0017472399999999956,0.07117196796664373
307,307,308,MM,263,2,1.86,2.18,0.0,0.0,0,1,0.217535,2.18,1.86,0.32,No,0.0,0.0,0.32,2,MM,0.9139,307,0,1,0.0860999999999999,0.7708333333333334,1,0.7332192511318635,0.007413209999999992,0.07117196796664373
308,308,309,CH,269,3,1.99,2.09,0.1,0.0,0,0,0.174028,2.09,1.89,0.2,No,0.0,0.050251,0.1,3,MM,0.8958,308,0,0,0.1041999999999999,0.0272930648769574,1,0.7262486924848719,0.8024576400000001,0.527437163335986
309,309,310,CH,270,2,1.86,2.18,0.0,0.0,0,0,0.339223,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.5896,309,1,1,0.5896,0.9187101108498488,1,0.6911127286554044,0.16842816,0.09541134639870982
310,310,311,CH,272,2,1.86,2.18,0.0,0.06,0,0,0.471378,2.12,1.86,0.26,No,0.027523,0.0,0.32,2,CH,0.7723,310,1,1,0.7723,0.9511180447217888,1,0.8118743917140145,0.051847290000000004,0.03539124449297204
311,311,312,CH,273,2,1.86,2.18,0.0,0.06,0,0,0.577102,2.12,1.86,0.26,No,0.027523,0.0,0.32,2,CH,0.8681,311,1,1,0.8681,0.9701698026617714,1,0.8636200957714631,0.017397610000000004,0.018599478277384885
312,312,313,CH,275,2,1.96,2.18,0.0,0.8,0,1,0.661682,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2,CH,0.5515,312,1,1,0.5515,0.91159627773801,1,0.5488807501119558,0.20115225,0.20350857761955166
313,313,314,CH,276,2,1.99,2.18,0.0,0.0,0,1,0.729346,2.18,1.99,0.19,No,0.0,0.0,0.19,2,CH,0.9121,313,1,1,0.9121,0.978426672477664,1,0.9473137643766814,0.007726409999999996,0.0027758394241558506
314,314,315,CH,276,2,1.99,2.18,0.0,0.0,0,1,0.783476,2.18,1.99,0.19,No,0.0,0.0,0.19,2,CH,0.9353,314,1,1,0.9353,0.9832976445396144,1,0.9473137643766814,0.004186089999999997,0.0027758394241558506
315,315,316,CH,278,2,1.99,2.18,0.0,0.0,0,0,0.826781,2.18,1.99,0.19,No,0.0,0.0,0.19,2,CH,0.9685,315,1,1,0.9685,0.992153623786909,1,0.9522259473012734,0.0009922499999999983,0.0022823601112607053
316,316,317,MM,238,3,1.79,2.09,0.0,0.0,0,0,0.7952,2.09,1.79,0.3,No,0.0,0.0,0.3,3,CH,0.7288,316,1,0,0.7288,0.157814871016692,1,0.7471977159533905,0.53114944,0.5583044267259636
317,317,318,CH,241,3,1.79,2.23,0.0,0.0,0,0,0.63616,2.23,1.79,0.44,No,0.0,0.0,0.44,3,CH,0.9319,317,1,1,0.9319,0.9815806382523024,1,0.9473137643766814,0.004637610000000006,0.0027758394241558506
318,318,319,CH,246,3,1.99,2.23,0.0,0.0,0,0,0.708928,2.23,1.99,0.24,No,0.0,0.0,0.24,3,CH,0.9311,318,1,1,0.9311,0.9829961256995264,1,0.9473137643766814,0.004747209999999995,0.0027758394241558506
319,319,320,CH,251,3,1.99,2.23,0.0,0.0,0,0,0.5,2.23,1.99,0.24,No,0.0,0.0,0.24,3,CH,0.685,319,1,1,0.685,0.9310041103934232,1,0.8027690017808172,0.09922499999999997,0.03890006665853528
320,320,321,CH,257,3,1.99,2.29,0.0,0.4,0,1,0.6,1.89,1.99,-0.1,No,0.174672,0.0,0.3,3,CH,0.587,320,1,1,0.587,0.9218642906100069,1,0.6984897061059224,0.17056900000000003,0.09090845732409303
321,321,322,CH,264,3,1.99,2.09,0.1,0.0,0,0,0.68,2.09,1.89,0.2,No,0.0,0.050251,0.1,3,CH,0.7865,321,1,1,0.7865,0.949492385786802,1,0.7949678074727865,0.04558225000000001,0.042038199972516344
322,322,323,MM,271,3,1.99,2.09,0.1,0.4,1,0,0.5,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3,MM,0.6689,322,0,1,0.3310999999999999,0.8605504587155963,1,0.7332192511318635,0.10962720999999996,0.07117196796664373
323,323,324,CH,271,3,1.99,2.09,0.1,0.4,1,0,0.4,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3,MM,0.504,323,0,0,0.496,0.1047120418848167,1,0.5746971987268594,0.254016,0.33027687022449936
324,324,325,MM,230,1,1.69,1.69,0.0,0.2,0,0,0.4,1.49,1.69,-0.2,No,0.118343,0.0,0.0,1,MM,0.8158,324,0,1,0.1842,0.8495670995670995,1,0.7332192511318635,0.03392964000000001,0.07117196796664373
325,325,326,CH,231,1,1.69,1.69,0.3,0.2,1,0,0.32,1.49,1.39,0.1,No,0.118343,0.177515,0.0,1,MM,0.5031,325,0,0,0.4969,0.1001182499014584,1,0.5323983827282405,0.25310961,0.283448037931646
326,326,327,CH,251,1,1.76,2.09,0.0,0.0,0,0,0.456,2.09,1.76,0.33,No,0.0,0.0,0.33,1,CH,0.8027,326,1,1,0.8027,0.9580124223602484,1,0.821384661241995,0.03892729000000001,0.031903439239636865
327,327,328,CH,266,1,1.86,1.99,0.0,0.1,0,0,0.5648,1.89,1.86,0.03,No,0.050251,0.0,0.13,1,CH,0.6898,327,1,1,0.6898,0.9312354312354312,1,0.8101459792313352,0.09622404000000002,0.03604454920202859
328,328,329,MM,267,4,1.99,2.09,0.1,0.0,0,0,0.65184,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.8097,328,1,0,0.8097,0.1816283924843423,1,0.7949678074727865,0.6556140899999999,0.6319738149180893
329,329,330,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.4,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.7382,329,1,1,0.7382,0.9427645788336934,1,0.8027690017808172,0.06853924000000002,0.03890006665853528
330,330,331,MM,262,1,1.76,1.99,0.0,0.4,0,1,0.5,1.59,1.76,-0.17,No,0.201005,0.0,0.23,1,MM,0.8191,330,0,1,0.1808999999999999,0.7937569676700111,1,0.7332192511318635,0.03272480999999998,0.07117196796664373
331,331,332,MM,266,1,1.86,1.99,0.0,0.1,0,0,0.4,1.89,1.86,0.03,No,0.050251,0.0,0.13,1,MM,0.6645,331,0,1,0.3355,0.8742331288343558,1,0.7332192511318635,0.11256025000000001,0.07117196796664373
332,332,333,MM,229,7,1.69,1.69,0.0,0.2,0,1,0.149422,1.49,1.69,-0.2,Yes,0.118343,0.0,0.0,0,MM,0.7875,332,0,1,0.2125,0.8433268858800773,1,0.7262486924848719,0.04515625000000001,0.07493977836624223
333,333,334,MM,236,7,1.75,1.99,0.0,0.4,0,0,0.119538,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,MM,0.9034,333,0,1,0.0966,0.7563559322033898,1,0.7262486924848719,0.009331560000000004,0.07493977836624223
334,334,335,MM,237,7,1.75,1.99,0.0,0.4,0,0,0.09563,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,MM,0.6857,334,0,1,0.3143,0.8475765306122449,1,0.7262486924848719,0.09878449000000002,0.07493977836624223
335,335,336,MM,238,7,1.75,1.99,0.0,0.4,0,0,0.076504,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,MM,0.8667,335,0,1,0.1332999999999999,0.7825421133231241,1,0.7262486924848719,0.017768889999999992,0.07493977836624223
336,336,337,MM,242,7,1.86,2.09,0.0,0.0,0,0,0.061203,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0,MM,0.9232,336,0,1,0.0767999999999999,0.812807881773399,1,0.7262486924848719,0.0058982399999999964,0.07493977836624223
337,337,338,MM,254,7,1.86,2.18,0.0,0.0,0,0,0.048963,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,MM,0.9249,337,0,1,0.0750999999999999,0.7527472527472527,1,0.7262486924848719,0.005640009999999991,0.07493977836624223
338,338,339,MM,255,7,1.86,2.18,0.0,0.0,0,0,0.03917,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,MM,0.9294,338,0,1,0.0706,0.7777777777777778,1,0.7262486924848719,0.004984359999999999,0.07493977836624223
339,339,340,CH,233,7,1.75,1.99,0.0,0.4,1,0,0.744,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9247,339,1,1,0.9247,0.9812216706237858,1,0.9473137643766814,0.005670090000000005,0.0027758394241558506
340,340,341,CH,251,7,1.86,2.09,0.1,0.0,0,0,0.7952,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0,CH,0.9809,340,1,1,0.9809,0.9945110794877008,1,0.9522259473012734,0.00036481000000000024,0.0022823601112607053
341,341,342,CH,253,7,1.86,2.09,0.1,0.0,0,0,0.83616,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0,CH,0.9842,341,1,1,0.9842,0.995131845841785,1,0.9522259473012734,0.00024964000000000117,0.0022823601112607053
342,342,343,CH,254,1,1.76,2.09,0.0,0.0,0,0,0.868928,2.09,1.76,0.33,No,0.0,0.0,0.33,1,CH,0.9785,342,1,1,0.9785,0.9936747602530096,1,0.9522259473012734,0.0004622499999999984,0.0022823601112607053
343,343,344,CH,260,7,1.86,2.13,0.0,0.24,0,0,0.895142,1.89,1.86,0.03,Yes,0.112676,0.0,0.27,0,CH,0.9812,343,1,1,0.9812,0.9945032573289904,1,0.9522259473012734,0.00035344000000000147,0.0022823601112607053
344,344,345,CH,261,7,1.86,2.13,0.0,0.24,0,0,0.916114,1.89,1.86,0.03,Yes,0.112676,0.0,0.27,0,CH,0.9824,344,1,1,0.9824,0.994110479285134,1,0.9522259473012734,0.0003097599999999982,0.0022823601112607053
345,345,346,CH,263,7,1.86,2.13,0.27,0.0,0,0,0.932891,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9947,345,1,1,0.9947,0.9989951768488746,1,0.9522259473012734,2.8089999999999695e-05,0.0022823601112607053
346,346,347,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.946313,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.9963,346,1,1,0.9963,0.9989967897271268,1,0.9522259473012734,1.369000000000027e-05,0.0022823601112607053
347,347,348,CH,267,7,1.86,2.13,0.0,0.0,1,0,0.95705,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.992,347,1,1,0.992,0.997175711115594,1,0.9522259473012734,6.400000000000012e-05,0.0022823601112607053
348,348,349,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.96564,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9924,348,1,1,0.9924,0.9979806138933764,1,0.9522259473012734,5.7760000000000775e-05,0.0022823601112607053
349,349,350,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.972512,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9962,349,1,1,0.9962,0.9991959798994976,1,0.9522259473012734,1.4440000000000194e-05,0.0022823601112607053
350,350,351,CH,277,7,1.99,2.13,0.5,0.0,0,1,0.97801,2.13,1.49,0.64,Yes,0.0,0.251256,0.14,0,CH,0.9945,350,1,1,0.9945,0.9975893933306548,1,0.9522259473012734,3.0249999999999444e-05,0.0022823601112607053
351,351,352,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.982408,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9902,351,1,1,0.9902,0.9963695038321904,1,0.9522259473012734,9.60400000000006e-05,0.0022823601112607053
352,352,353,CH,230,4,1.79,1.79,0.0,0.0,0,0,0.52,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.5808,352,1,1,0.5808,0.9196366177498252,1,0.6911127286554044,0.17572864000000002,0.09541134639870982
353,353,354,MM,273,4,1.99,2.09,0.0,0.4,0,0,0.616,1.69,1.99,-0.3,No,0.191388,0.0,0.1,4,MM,0.5769,353,0,1,0.4231,0.8838311996206734,1,0.6780485923823721,0.17901361000000002,0.10365270886697196
354,354,355,MM,227,4,1.79,1.79,0.0,0.0,0,1,0.5,1.79,1.79,0.0,No,0.0,0.0,0.0,4,MM,0.6729,354,0,1,0.3270999999999999,0.8640275387263339,1,0.7332192511318635,0.10699440999999997,0.07117196796664373
355,355,356,MM,229,4,1.79,1.79,0.0,0.0,0,0,0.4,1.79,1.79,0.0,No,0.0,0.0,0.0,4,MM,0.811,355,0,1,0.1889999999999999,0.8252826310380267,1,0.7332192511318635,0.03572099999999998,0.07117196796664373
356,356,357,MM,230,4,1.79,1.79,0.0,0.0,0,0,0.32,1.79,1.79,0.0,No,0.0,0.0,0.0,4,MM,0.8634,356,0,1,0.1366,0.7855113636363636,1,0.7332192511318635,0.018659560000000016,0.07117196796664373
357,357,358,MM,252,4,1.99,2.23,0.0,0.0,0,0,0.5,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.5435,357,1,0,0.5435,0.1149122807017544,1,0.5323983827282405,0.29539224999999997,0.283448037931646
358,358,359,CH,265,4,1.99,2.09,0.1,0.0,0,0,0.4,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.6041,358,1,1,0.6041,0.9253289473684212,1,0.6911127286554044,0.15673681000000003,0.09541134639870982
359,359,360,CH,262,4,1.99,2.09,0.0,0.0,0,0,0.6,2.09,1.99,0.1,No,0.0,0.0,0.1,4,CH,0.7476,359,1,1,0.7476,0.9428801287208368,1,0.8101459792313352,0.06370575999999997,0.03604454920202859
360,360,361,MM,275,7,1.99,2.13,0.0,0.54,1,0,0.6,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0,MM,0.7188,360,0,1,0.2812,0.8414901387874361,1,0.7497016185155788,0.07907344000000001,0.06264927977372084
361,361,362,MM,259,7,1.86,2.18,0.0,0.0,0,0,0.4,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.5079,361,1,0,0.5079,0.1037394451145959,1,0.5323983827282405,0.25796241000000003,0.283448037931646
362,362,363,MM,261,7,1.86,2.13,0.0,0.24,0,0,0.32,1.89,1.86,0.03,Yes,0.112676,0.0,0.27,0,MM,0.7992,362,0,1,0.2007999999999999,0.8176033934252386,1,0.7332192511318635,0.04032063999999999,0.07117196796664373
363,363,364,MM,240,4,1.79,2.23,0.0,0.0,0,0,0.5,2.23,1.79,0.44,No,0.0,0.0,0.44,4,CH,0.5206,363,1,0,0.5206,0.0990180032733224,1,0.5323983827282405,0.27102435999999996,0.283448037931646
364,364,365,MM,244,1,1.86,2.09,0.0,0.0,0,0,0.4,2.09,1.86,0.23,No,0.0,0.0,0.23,1,MM,0.7432,364,0,1,0.2568,0.8406148867313916,1,0.7332192511318635,0.06594624000000002,0.07117196796664373
365,365,366,MM,233,7,1.75,1.99,0.0,0.4,1,0,0.4,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,MM,0.7098,365,0,1,0.2902,0.8266016713091922,1,0.7332192511318635,0.08421604,0.07117196796664373
366,366,367,MM,256,3,1.99,2.29,0.0,0.0,0,0,0.32,2.29,1.99,0.3,No,0.0,0.0,0.3,3,MM,0.5184,366,0,1,0.4816,0.9044585987261148,1,0.5746971987268594,0.23193856000000002,0.1808824727707805
367,367,368,MM,258,2,1.86,2.18,0.0,0.0,0,0,0.256,2.18,1.86,0.32,No,0.0,0.0,0.32,2,MM,0.8496,367,0,1,0.1503999999999999,0.7849462365591398,1,0.7332192511318635,0.022620159999999993,0.07117196796664373
368,368,369,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.2048,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.7063,368,1,1,0.7063,0.9417779040045442,1,0.7957984431338256,0.08625968999999997,0.04169827582656944
369,369,370,CH,266,2,1.86,2.18,0.0,0.0,0,0,0.36384,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.6345,369,1,1,0.6345,0.9231502064147348,1,0.6911127286554044,0.13359025000000002,0.09541134639870982
